team,season,season_type,shotgun,no_huddle,qb_dropback,qb_scramble,total_off_yards,pass_attempts,complete_pass,incomplete_pass,passing_yards,air_yards,receiving_yards,yards_after_catch,rush_attempts,rushing_yards,tackled_for_loss,first_down_pass,first_down_rush,third_down_converted,third_down_failed,fourth_down_converted,fourth_down_failed,rush_touchdown,pass_touchdown,safety,interception,fumble,fumble_lost,fumble_forced,fumble_not_forced,fumble_out_of_bounds,offense_snaps,rush_snaps,pass_snaps,total_off_points,total_def_points,win,loss,tie,record,win_pct,average_shotgun,average_no_huddle,average_qb_dropback,average_qb_scramble,average_total_off_yards,average_pass_attempts,average_complete_pass,average_incomplete_pass,average_passing_yards,average_air_yards,average_receiving_yards,average_yards_after_catch,average_rush_attempts,average_rushing_yards,average_tackled_for_loss,average_first_down_pass,average_first_down_rush,average_third_down_converted,average_third_down_failed,average_fourth_down_converted,average_fourth_down_failed,average_rush_touchdown,average_pass_touchdown,average_safety,average_interception,average_fumble,average_fumble_lost,average_fumble_forced,average_fumble_not_forced,average_fumble_out_of_bounds,rush_pct,pass_pct,passing_air_yards,receiving_air_yards,receptions,receiving_touchdown,targets,yps,adot,air_yards_share,target_share,comp_pct,int_pct,pass_td_pct,ypa,rec_td_pct,yptarget,ayptarget,ypr,rush_td_pct,ypc,touches,total_tds,td_pct,total_yards,yptouch
MIN,2012,POST,27.0,1.0,35.0,3.0,347,29.0,11.0,18.0,180.0,387.0,180.0,59.0,29,167.0,2.0,6.0,11.0,5.0,9.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,62,29,32,10.0,0.0,10.0,7.0,0.0,'10-7-0,0.588,23.11764705882353,1.2941176470588236,34.705882352941174,2.5294117647058822,348.0,29.41176470588235,18.294117647058822,11.117647058823529,183.23529411764707,219.47058823529412,183.23529411764707,98.17647058823529,30.352941176470587,164.76470588235293,3.9411764705882355,9.941176470588236,7.294117647058823,4.882352941176471,8.294117647058824,0.4117647058823529,0.35294117647058826,1.0,1.1176470588235294,0.0,0.7647058823529411,1.4705882352941178,0.7058823529411765,0.9411764705882353,0.5294117647058824,0.17647058823529413,0.47,0.52,387.0,387.0,11.0,1.0,29.0,5.6,13.345,1.0,1.0,0.379,0.034,0.034,6.21,0.034,6.21,13.34,16.36,0.0,5.76,69.0,2.0,0.03,527.0,7.64
MIN,2012,REG,366.0,21.0,555.0,40.0,5569,471.0,300.0,171.0,2935.0,3344.0,2935.0,1610.0,487,2634.0,65.0,163.0,113.0,78.0,132.0,7.0,4.0,17.0,18.0,0.0,12.0,24.0,11.0,15.0,9.0,3.0,1004,471,517,356.0,6.0,10.0,7.0,0.0,'10-7-0,0.588,23.11764705882353,1.2941176470588236,34.705882352941174,2.5294117647058822,348.0,29.41176470588235,18.294117647058822,11.117647058823529,183.23529411764707,219.47058823529412,183.23529411764707,98.17647058823529,30.352941176470587,164.76470588235293,3.9411764705882355,9.941176470588236,7.294117647058823,4.882352941176471,8.294117647058824,0.4117647058823529,0.35294117647058826,1.0,1.1176470588235294,0.0,0.7647058823529411,1.4705882352941178,0.7058823529411765,0.9411764705882353,0.5294117647058824,0.17647058823529413,0.47,0.51,3344.0,3344.0,300.0,18.0,471.0,5.55,7.1,8.641,16.241,0.637,0.025,0.038,6.23,0.038,6.23,7.1,9.78,0.035,5.41,1258.0,53.0,0.04,8504.0,6.76
NE,2012,POST,83.0,40.0,95.0,2.0,894,92.0,54.0,38.0,664.0,746.0,664.0,333.0,52,230.0,4.0,34.0,14.0,13.0,15.0,1.0,1.0,2.0,4.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,147,51,93,54.0,0.0,13.0,5.0,0.0,'13-5-0,0.722,37.72222222222222,19.5,42.5,0.3333333333333333,440.1111111111111,40.22222222222222,25.333333333333332,14.88888888888889,306.0,348.72222222222223,306.0,142.77777777777777,31.944444444444443,134.11111111111111,3.0,16.11111111111111,9.166666666666666,6.833333333333333,7.277777777777778,0.5,0.2777777777777778,1.6111111111111112,2.111111111111111,0.05555555555555555,0.6111111111111112,0.9444444444444444,0.4444444444444444,0.7222222222222222,0.2222222222222222,0.16666666666666666,0.35,0.63,746.0,746.0,54.0,4.0,92.0,6.08,8.109,1.0,1.0,0.587,0.022,0.043,7.22,0.043,7.22,8.11,12.3,0.038,4.42,198.0,10.0,0.05,1558.0,7.87
NE,2012,REG,596.0,311.0,670.0,4.0,7028,632.0,402.0,230.0,4844.0,5531.0,4844.0,2237.0,523,2184.0,50.0,256.0,151.0,110.0,116.0,8.0,4.0,27.0,34.0,1.0,9.0,15.0,7.0,12.0,3.0,2.0,1192,515,666,519.0,0.0,13.0,5.0,0.0,'13-5-0,0.722,37.72222222222222,19.5,42.5,0.3333333333333333,440.1111111111111,40.22222222222222,25.333333333333332,14.88888888888889,306.0,348.72222222222223,306.0,142.77777777777777,31.944444444444443,134.11111111111111,3.0,16.11111111111111,9.166666666666666,6.833333333333333,7.277777777777778,0.5,0.2777777777777778,1.6111111111111112,2.111111111111111,0.05555555555555555,0.6111111111111112,0.9444444444444444,0.4444444444444444,0.7222222222222222,0.2222222222222222,0.16666666666666666,0.43,0.56,5531.0,5531.0,402.0,34.0,632.0,5.9,8.752,7.414,6.87,0.636,0.014,0.054,7.66,0.054,7.66,8.75,12.05,0.052,4.18,1557.0,95.0,0.06,11872.0,7.62
NO,2012,REG,578.0,20.0,697.0,3.0,6764,652.0,423.0,229.0,5187.0,5473.0,5187.0,2163.0,371,1577.0,37.0,267.0,64.0,91.0,116.0,8.0,6.0,10.0,43.0,1.0,19.0,16.0,6.0,14.0,2.0,3.0,1068,358,694,434.0,18.0,7.0,9.0,0.0,'7-9-0,0.438,36.125,1.25,43.5625,0.1875,422.75,40.75,26.4375,14.3125,324.1875,342.0625,324.1875,135.1875,23.1875,98.5625,2.3125,16.6875,4.0,5.6875,7.25,0.5,0.375,0.625,2.6875,0.0625,1.1875,1.0,0.375,0.875,0.125,0.1875,0.34,0.65,5473.0,5473.0,423.0,43.0,652.0,6.33,8.394,1.0,1.0,0.649,0.029,0.066,7.96,0.066,7.96,8.39,12.26,0.027,4.25,1446.0,96.0,0.07,11951.0,8.26
NYG,2012,REG,489.0,16.0,568.0,9.0,5829,524.0,323.0,201.0,3967.0,5132.0,3967.0,1406.0,410,1862.0,30.0,187.0,103.0,78.0,114.0,5.0,5.0,19.0,26.0,0.0,15.0,15.0,9.0,10.0,6.0,0.0,969,397,559,419.0,12.0,9.0,7.0,0.0,'9-7-0,0.562,30.5625,1.0,35.5,0.5625,364.3125,32.75,20.1875,12.5625,247.9375,320.75,247.9375,87.875,25.625,116.375,1.875,11.6875,6.4375,4.875,7.125,0.3125,0.3125,1.1875,1.625,0.0,0.9375,0.9375,0.5625,0.625,0.375,0.0,0.41,0.58,5132.0,5132.0,323.0,26.0,524.0,6.02,9.794,1.0,1.0,0.616,0.029,0.05,7.57,0.05,7.57,9.79,12.28,0.046,4.54,1257.0,71.0,0.06,9796.0,7.79
NYJ,2012,REG,422.0,52.0,554.0,17.0,5074,474.0,272.0,202.0,3178.0,4398.0,3178.0,1124.0,494,1896.0,32.0,162.0,102.0,80.0,137.0,7.0,7.0,15.0,14.0,1.0,19.0,30.0,16.0,22.0,8.0,1.0,1035,489,539,271.0,24.0,6.0,10.0,0.0,'6-10-0,0.375,26.375,3.25,34.625,1.0625,317.125,29.625,17.0,12.625,198.625,274.875,198.625,70.25,30.875,118.5,2.0,10.125,6.375,5.0,8.5625,0.4375,0.4375,0.9375,0.875,0.0625,1.1875,1.875,1.0,1.375,0.5,0.0625,0.47,0.52,4398.0,4398.0,272.0,14.0,474.0,4.9,9.278,1.0,1.0,0.574,0.04,0.03,6.7,0.03,6.7,9.28,11.68,0.03,3.84,1240.0,43.0,0.03,8252.0,6.65
PHI,2012,REG,656.0,85.0,711.0,49.0,5949,603.0,367.0,236.0,4075.0,5281.0,4060.0,1829.0,413,1874.0,52.0,190.0,111.0,83.0,139.0,14.0,10.0,11.0,18.0,0.0,15.0,37.0,20.0,26.0,11.0,3.0,1082,407,665,287.0,42.0,4.0,12.0,0.0,'4-12-0,0.25,41.0,5.3125,44.4375,3.0625,371.8125,37.6875,22.9375,14.75,254.6875,330.0625,253.75,114.3125,25.8125,117.125,3.25,11.875,6.9375,5.1875,8.6875,0.875,0.625,0.6875,1.125,0.0,0.9375,2.3125,1.25,1.625,0.6875,0.1875,0.38,0.61,5281.0,5281.0,367.0,18.0,603.0,5.5,8.758,1.0,1.0,0.609,0.025,0.03,6.76,0.03,6.73,8.76,11.06,0.027,4.54,1383.0,47.0,0.03,10009.0,7.24
PIT,2012,REG,471.0,63.0,620.0,15.0,5549,560.0,354.0,206.0,4012.0,4949.0,4010.0,1846.0,412,1537.0,42.0,202.0,80.0,94.0,130.0,6.0,7.0,9.0,27.0,0.0,14.0,30.0,16.0,19.0,11.0,3.0,1025,404,607,340.0,24.0,8.0,8.0,0.0,'8-8-0,0.5,29.4375,3.9375,38.75,0.9375,346.8125,35.0,22.125,12.875,250.75,309.3125,250.625,115.375,25.75,96.0625,2.625,12.625,5.0,5.875,8.125,0.375,0.4375,0.5625,1.6875,0.0,0.875,1.875,1.0,1.1875,0.6875,0.1875,0.39,0.59,4949.0,4949.0,354.0,27.0,560.0,5.41,8.838,1.0,1.0,0.632,0.025,0.048,7.16,0.048,7.16,8.84,11.33,0.022,3.73,1326.0,63.0,0.05,9559.0,7.21
SEA,2012,POST,72.0,3.0,78.0,9.0,919,61.0,39.0,22.0,572.0,685.0,572.0,248.0,65,347.0,3.0,28.0,21.0,8.0,13.0,1.0,2.0,3.0,3.0,0.0,1.0,3.0,2.0,2.0,1.0,0.0,135,64,70,52.0,0.0,12.0,6.0,0.0,'12-6-0,0.667,27.72222222222222,0.8333333333333334,31.444444444444443,3.611111111111111,374.0,25.333333333333332,16.555555555555557,8.777777777777779,211.44444444444446,263.8333333333333,211.11111111111111,84.38888888888889,33.388888888888886,162.55555555555554,2.5555555555555554,10.055555555555555,8.333333333333334,4.888888888888889,7.333333333333333,0.6666666666666666,0.5,1.1111111111111112,1.6666666666666667,0.05555555555555555,0.6111111111111112,1.3888888888888888,0.7222222222222222,0.7777777777777778,0.6111111111111112,0.1111111111111111,0.47,0.52,685.0,685.0,39.0,3.0,61.0,6.81,11.23,1.0,1.0,0.639,0.016,0.049,9.38,0.049,9.38,11.23,14.67,0.046,5.34,165.0,9.0,0.05,1491.0,9.04
SEA,2012,REG,427.0,12.0,488.0,56.0,5813,395.0,259.0,136.0,3234.0,4064.0,3228.0,1271.0,536,2579.0,43.0,153.0,129.0,80.0,119.0,11.0,7.0,17.0,27.0,1.0,10.0,22.0,11.0,12.0,10.0,2.0,974,522,438,385.0,18.0,12.0,6.0,0.0,'12-6-0,0.667,27.72222222222222,0.8333333333333334,31.444444444444443,3.611111111111111,374.0,25.333333333333332,16.555555555555557,8.777777777777779,211.44444444444446,263.8333333333333,211.11111111111111,84.38888888888889,33.388888888888886,162.55555555555554,2.5555555555555554,10.055555555555555,8.333333333333334,4.888888888888889,7.333333333333333,0.6666666666666666,0.5,1.1111111111111112,1.6666666666666667,0.05555555555555555,0.6111111111111112,1.3888888888888888,0.7222222222222222,0.7777777777777778,0.6111111111111112,0.1111111111111111,0.54,0.45,4064.0,4064.0,259.0,27.0,395.0,5.97,10.289,5.933,6.475,0.656,0.025,0.068,8.19,0.068,8.17,10.29,12.46,0.032,4.81,1190.0,71.0,0.06,9041.0,7.6
SF,2012,POST,155.0,2.0,94.0,8.0,1452,78.0,49.0,29.0,798.0,975.0,798.0,284.0,101,654.0,5.0,35.0,32.0,12.0,16.0,0.0,1.0,9.0,4.0,0.0,2.0,5.0,3.0,2.0,3.0,0.0,187,99,86,103.0,6.0,13.0,6.0,0.0,'13-6-0,0.684,28.526315789473685,0.7894736842105263,32.0,2.3684210526315788,394.42105263157896,26.63157894736842,17.789473684210527,8.842105263157896,228.89473684210526,252.05263157894737,228.89473684210526,92.84210526315789,31.210526315789473,165.52631578947367,2.1578947368421053,10.894736842105264,8.421052631578947,4.2105263157894735,7.473684210526316,0.42105263157894735,0.2631578947368421,1.5263157894736843,1.4210526315789473,0.05263157894736842,0.5263157894736842,1.631578947368421,0.5789473684210527,0.8421052631578947,0.7894736842105263,0.15789473684210525,0.53,0.46,975.0,975.0,49.0,4.0,78.0,7.76,12.5,1.0,1.0,0.628,0.026,0.051,10.23,0.051,10.23,12.5,16.29,0.089,6.48,228.0,17.0,0.07,2250.0,9.87
SF,2012,REG,387.0,13.0,514.0,37.0,6042,428.0,289.0,139.0,3551.0,3814.0,3551.0,1480.0,492,2491.0,36.0,172.0,128.0,68.0,126.0,8.0,4.0,20.0,23.0,1.0,8.0,26.0,8.0,14.0,12.0,3.0,969,477,477,390.0,6.0,13.0,6.0,0.0,'13-6-0,0.684,28.526315789473685,0.7894736842105263,32.0,2.3684210526315788,394.42105263157896,26.63157894736842,17.789473684210527,8.842105263157896,228.89473684210526,252.05263157894737,228.89473684210526,92.84210526315789,31.210526315789473,165.52631578947367,2.1578947368421053,10.894736842105264,8.421052631578947,4.2105263157894735,7.473684210526316,0.42105263157894735,0.2631578947368421,1.5263157894736843,1.4210526315789473,0.05263157894736842,0.5263157894736842,1.631578947368421,0.5789473684210527,0.8421052631578947,0.7894736842105263,0.15789473684210525,0.49,0.49,3814.0,3814.0,289.0,23.0,428.0,6.24,8.911,3.912,5.487,0.675,0.019,0.054,8.3,0.054,8.3,8.91,12.29,0.041,5.06,1209.0,66.0,0.05,9593.0,7.93
TB,2012,REG,483.0,16.0,613.0,19.0,5981,549.0,311.0,238.0,4144.0,5680.0,4144.0,1656.0,416,1837.0,39.0,188.0,89.0,76.0,136.0,7.0,10.0,13.0,27.0,0.0,17.0,16.0,6.0,12.0,4.0,1.0,1012,407,594,369.0,24.0,7.0,9.0,0.0,'7-9-0,0.438,30.1875,1.0,38.3125,1.1875,373.8125,34.3125,19.4375,14.875,259.0,355.0,259.0,103.5,26.0,114.8125,2.4375,11.75,5.5625,4.75,8.5,0.4375,0.625,0.8125,1.6875,0.0,1.0625,1.0,0.375,0.75,0.25,0.0625,0.4,0.59,5680.0,5680.0,311.0,27.0,549.0,5.91,10.346,1.0,1.0,0.566,0.031,0.049,7.55,0.049,7.55,10.35,13.32,0.031,4.42,1276.0,67.0,0.05,10125.0,7.93
TEN,2012,REG,527.0,50.0,616.0,38.0,5264,524.0,318.0,206.0,3577.0,4783.0,3585.0,1405.0,378,1687.0,50.0,166.0,70.0,83.0,134.0,5.0,10.0,13.0,17.0,0.0,16.0,19.0,12.0,17.0,2.0,3.0,958,371,580,297.0,30.0,6.0,10.0,0.0,'6-10-0,0.375,32.9375,3.125,38.5,2.375,329.0,32.75,19.875,12.875,223.5625,298.9375,224.0625,87.8125,23.625,105.4375,3.125,10.375,4.375,5.1875,8.375,0.3125,0.625,0.8125,1.0625,0.0,1.0,1.1875,0.75,1.0625,0.125,0.1875,0.39,0.61,4783.0,4783.0,318.0,17.0,524.0,5.49,9.128,1.0,1.0,0.607,0.031,0.032,6.83,0.032,6.84,9.13,11.27,0.034,4.46,1220.0,47.0,0.04,8849.0,7.25
WAS,2012,POST,43.0,3.0,32.0,1.0,219,28.0,13.0,15.0,115.0,248.0,115.0,55.0,23,104.0,1.0,9.0,5.0,5.0,6.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,54,23,31,14.0,0.0,10.0,7.0,0.0,'10-7-0,0.588,42.88235294117647,1.411764705882353,32.05882352941177,2.411764705882353,387.88235294117646,27.176470588235293,17.88235294117647,9.294117647058824,222.41176470588235,238.41176470588235,222.41176470588235,99.88235294117646,31.941176470588236,165.47058823529412,2.588235294117647,10.588235294117647,8.764705882352942,4.294117647058823,7.529411764705882,0.7058823529411765,0.4117647058823529,1.4705882352941178,1.5294117647058822,0.0,0.5294117647058824,1.411764705882353,0.4117647058823529,0.8823529411764706,0.5294117647058824,0.11764705882352941,0.43,0.57,248.0,248.0,13.0,2.0,28.0,4.06,8.857,1.0,1.0,0.464,0.036,0.071,4.11,0.071,4.11,8.86,8.85,0.0,4.52,64.0,4.0,0.06,334.0,5.22
WAS,2012,REG,686.0,21.0,513.0,40.0,6375,434.0,291.0,143.0,3666.0,3805.0,3666.0,1643.0,520,2709.0,43.0,171.0,144.0,68.0,122.0,12.0,5.0,25.0,24.0,0.0,8.0,22.0,6.0,15.0,7.0,2.0,995,510,473,418.0,0.0,10.0,7.0,0.0,'10-7-0,0.588,42.88235294117647,1.411764705882353,32.05882352941177,2.411764705882353,387.88235294117646,27.176470588235293,17.88235294117647,9.294117647058824,222.41176470588235,238.41176470588235,222.41176470588235,99.88235294117646,31.941176470588236,165.47058823529412,2.588235294117647,10.588235294117647,8.764705882352942,4.294117647058823,7.529411764705882,0.7058823529411765,0.4117647058823529,1.4705882352941178,1.5294117647058822,0.0,0.5294117647058824,1.411764705882353,0.4117647058823529,0.8823529411764706,0.5294117647058824,0.11764705882352941,0.51,0.48,3805.0,3805.0,291.0,24.0,434.0,6.41,8.767,15.343,15.5,0.671,0.018,0.055,8.45,0.055,8.45,8.77,12.6,0.048,5.21,1245.0,73.0,0.06,10041.0,8.07
ARI,2013,REG,415.0,18.0,622.0,6.0,5831,552.0,363.0,189.0,4291.0,5284.0,4291.0,1756.0,423,1540.0,39.0,205.0,84.0,74.0,136.0,5.0,4.0,12.0,24.0,1.0,22.0,20.0,9.0,17.0,3.0,3.0,1041,403,617,346.0,6.0,10.0,6.0,0.0,'10-6-0,0.625,25.9375,1.125,38.875,0.375,364.4375,34.5,22.6875,11.8125,268.1875,330.25,268.1875,109.75,26.4375,96.25,2.4375,12.8125,5.25,4.625,8.5,0.3125,0.25,0.75,1.5,0.0625,1.375,1.25,0.5625,1.0625,0.1875,0.1875,0.39,0.59,5284.0,5284.0,363.0,24.0,552.0,5.6,9.572,1.087,0.94,0.658,0.04,0.043,7.77,0.043,7.77,9.57,11.82,0.028,3.64,1338.0,60.0,0.04,10122.0,7.57
ATL,2013,REG,651.0,129.0,710.0,8.0,5788,642.0,445.0,197.0,4541.0,4468.0,4540.0,2138.0,321,1247.0,36.0,227.0,64.0,89.0,118.0,6.0,8.0,11.0,26.0,0.0,17.0,16.0,10.0,11.0,5.0,2.0,1024,314,702,339.0,24.0,4.0,12.0,0.0,'4-12-0,0.25,40.6875,8.0625,44.375,0.5,361.75,40.125,27.8125,12.3125,283.8125,279.25,283.75,133.625,20.0625,77.9375,2.25,14.1875,4.0,5.5625,7.375,0.375,0.5,0.6875,1.625,0.0,1.0625,1.0,0.625,0.6875,0.3125,0.125,0.31,0.69,4468.0,4468.0,445.0,26.0,642.0,5.65,6.96,4.857,8.676,0.693,0.026,0.04,7.07,0.04,7.07,6.96,10.2,0.034,3.88,1408.0,63.0,0.04,10328.0,7.34
BAL,2013,REG,850.0,430.0,685.0,18.0,5242,596.0,363.0,233.0,3914.0,5781.0,3908.0,1751.0,424,1328.0,42.0,189.0,68.0,92.0,161.0,6.0,10.0,8.0,19.0,0.0,23.0,17.0,8.0,11.0,6.0,1.0,1093,416,668,313.0,30.0,8.0,8.0,0.0,'8-8-0,0.5,53.125,26.875,42.8125,1.125,327.625,37.25,22.6875,14.5625,244.625,361.3125,244.25,109.4375,26.5,83.0,2.625,11.8125,4.25,5.75,10.0625,0.375,0.625,0.5,1.1875,0.0,1.4375,1.0625,0.5,0.6875,0.375,0.0625,0.38,0.61,5781.0,5781.0,363.0,19.0,596.0,4.8,9.7,3.751,4.73,0.609,0.039,0.032,6.57,0.032,6.56,9.7,10.77,0.019,3.13,1383.0,46.0,0.03,9150.0,6.62
BUF,2013,REG,764.0,359.0,607.0,42.0,5680,507.0,299.0,208.0,3373.0,4506.0,3373.0,1508.0,546,2307.0,53.0,149.0,113.0,83.0,161.0,4.0,10.0,16.0,16.0,0.0,15.0,27.0,11.0,20.0,7.0,3.0,1118,528,571,330.0,18.0,6.0,10.0,0.0,'6-10-0,0.375,47.75,22.4375,37.9375,2.625,355.0,31.6875,18.6875,13.0,210.8125,281.625,210.8125,94.25,34.125,144.1875,3.3125,9.3125,7.0625,5.1875,10.0625,0.25,0.625,1.0,1.0,0.0,0.9375,1.6875,0.6875,1.25,0.4375,0.1875,0.47,0.51,4506.0,4506.0,299.0,16.0,507.0,5.08,8.888,1.134,1.026,0.59,0.03,0.032,6.65,0.032,6.65,8.89,11.28,0.029,4.23,1352.0,48.0,0.04,9053.0,6.7
CAR,2013,POST,39.0,6.0,33.0,3.0,360,23.0,16.0,7.0,267.0,239.0,267.0,103.0,24,93.0,2.0,9.0,7.0,6.0,4.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,54,24,30,10.0,0.0,12.0,5.0,0.0,'12-5-0,0.706,39.529411764705884,2.411764705882353,34.35294117647059,2.5294117647058822,339.11764705882354,28.41176470588235,18.11764705882353,10.294117647058824,214.47058823529412,263.3529411764706,214.47058823529412,100.94117647058823,29.823529411764707,124.6470588235294,2.588235294117647,10.470588235294118,7.588235294117647,5.705882352941177,7.117647058823529,0.5882352941176471,0.23529411764705882,0.8235294117647058,1.4705882352941178,0.11764705882352941,0.8823529411764706,0.6470588235294118,0.23529411764705882,0.35294117647058826,0.29411764705882354,0.11764705882352941,0.44,0.56,239.0,239.0,16.0,1.0,23.0,6.67,10.391,0.052,0.048,0.696,0.087,0.043,11.61,0.043,11.61,10.39,16.69,0.0,3.88,63.0,2.0,0.03,627.0,9.95
CAR,2013,REG,633.0,35.0,551.0,40.0,5405,460.0,292.0,168.0,3379.0,4238.0,3379.0,1613.0,483,2026.0,42.0,169.0,122.0,91.0,117.0,10.0,3.0,14.0,24.0,2.0,13.0,11.0,4.0,6.0,5.0,2.0,999,468,513,342.0,0.0,12.0,5.0,0.0,'12-5-0,0.706,39.529411764705884,2.411764705882353,34.35294117647059,2.5294117647058822,339.11764705882354,28.41176470588235,18.11764705882353,10.294117647058824,214.47058823529412,263.3529411764706,214.47058823529412,100.94117647058823,29.823529411764707,124.6470588235294,2.588235294117647,10.470588235294118,7.588235294117647,5.705882352941177,7.117647058823529,0.5882352941176471,0.23529411764705882,0.8235294117647058,1.4705882352941178,0.11764705882352941,0.8823529411764706,0.6470588235294118,0.23529411764705882,0.35294117647058826,0.29411764705882354,0.11764705882352941,0.47,0.51,4238.0,4238.0,292.0,24.0,460.0,5.41,9.213,0.929,0.962,0.635,0.028,0.052,7.35,0.052,7.35,9.21,11.57,0.029,4.19,1235.0,62.0,0.05,8784.0,7.11
CHI,2013,REG,639.0,41.0,630.0,22.0,6278,566.0,373.0,193.0,4450.0,5030.0,4450.0,1763.0,406,1828.0,44.0,215.0,102.0,83.0,114.0,8.0,5.0,13.0,32.0,1.0,13.0,21.0,10.0,17.0,4.0,0.0,1019,395,609,410.0,42.0,8.0,8.0,0.0,'8-8-0,0.5,39.9375,2.5625,39.375,1.375,392.375,35.375,23.3125,12.0625,278.125,314.375,278.125,110.1875,25.375,114.25,2.75,13.4375,6.375,5.1875,7.125,0.5,0.3125,0.8125,2.0,0.0625,0.8125,1.3125,0.625,1.0625,0.25,0.0,0.39,0.6,5030.0,5030.0,373.0,32.0,566.0,6.16,8.887,1.041,1.207,0.659,0.023,0.057,7.86,0.057,7.86,8.89,11.93,0.032,4.5,1345.0,77.0,0.06,10728.0,7.98
CIN,2013,POST,61.0,0.0,55.0,3.0,447,49.0,29.0,20.0,334.0,458.0,334.0,132.0,25,113.0,2.0,20.0,6.0,3.0,9.0,1.0,2.0,0.0,1.0,0.0,2.0,3.0,2.0,1.0,2.0,0.0,79,25,52,10.0,0.0,11.0,6.0,0.0,'11-6-0,0.647,38.411764705882355,2.764705882352941,41.0,1.7647058823529411,383.52941176470586,36.23529411764706,23.11764705882353,13.117647058823529,273.6470588235294,322.4117647058824,273.6470588235294,130.11764705882354,29.764705882352942,109.88235294117646,2.411764705882353,13.235294117647058,6.294117647058823,5.588235294117647,8.352941176470589,0.7647058823529411,0.6470588235294118,0.8823529411764706,2.0,0.058823529411764705,1.2941176470588236,1.2941176470588236,0.7058823529411765,0.8235294117647058,0.47058823529411764,0.058823529411764705,0.32,0.66,458.0,458.0,29.0,1.0,49.0,5.66,9.347,1.388,1.69,0.592,0.041,0.02,6.82,0.02,6.82,9.35,11.52,0.0,4.52,103.0,2.0,0.02,781.0,7.58
CIN,2013,REG,592.0,47.0,642.0,27.0,6073,567.0,364.0,203.0,4318.0,5023.0,4318.0,2080.0,481,1755.0,39.0,205.0,101.0,92.0,133.0,12.0,9.0,15.0,33.0,1.0,20.0,19.0,10.0,13.0,6.0,1.0,1098,461,616,397.0,18.0,11.0,6.0,0.0,'11-6-0,0.647,38.411764705882355,2.764705882352941,41.0,1.7647058823529411,383.52941176470586,36.23529411764706,23.11764705882353,13.117647058823529,273.6470588235294,322.4117647058824,273.6470588235294,130.11764705882354,29.764705882352942,109.88235294117646,2.411764705882353,13.235294117647058,6.294117647058823,5.588235294117647,8.352941176470589,0.7647058823529411,0.6470588235294118,0.8823529411764706,2.0,0.058823529411764705,1.2941176470588236,1.2941176470588236,0.7058823529411765,0.8235294117647058,0.47058823529411764,0.058823529411764705,0.42,0.56,5023.0,5023.0,364.0,33.0,567.0,5.53,8.859,15.221,19.552,0.642,0.035,0.058,7.62,0.058,7.62,8.86,11.86,0.031,3.65,1412.0,81.0,0.06,10391.0,7.36
CLE,2013,REG,679.0,43.0,750.0,22.0,5755,661.0,379.0,282.0,4372.0,5651.0,4372.0,1975.0,349,1383.0,33.0,200.0,77.0,83.0,154.0,14.0,17.0,5.0,26.0,1.0,20.0,18.0,8.0,14.0,4.0,2.0,1080,343,729,287.0,18.0,4.0,12.0,0.0,'4-12-0,0.25,42.4375,2.6875,46.875,1.375,359.6875,41.3125,23.6875,17.625,273.25,353.1875,273.25,123.4375,21.8125,86.4375,2.0625,12.5,4.8125,5.1875,9.625,0.875,1.0625,0.3125,1.625,0.0625,1.25,1.125,0.5,0.875,0.25,0.125,0.32,0.68,5651.0,5651.0,379.0,26.0,661.0,5.33,8.549,1.327,1.206,0.573,0.03,0.039,6.61,0.039,6.61,8.55,11.54,0.014,3.96,1389.0,57.0,0.04,10127.0,7.29
DAL,2013,REG,621.0,42.0,632.0,10.0,5730,574.0,375.0,199.0,4226.0,4673.0,4226.0,2007.0,337,1504.0,28.0,213.0,80.0,63.0,117.0,4.0,2.0,12.0,33.0,0.0,12.0,18.0,9.0,13.0,5.0,1.0,961,327,623,404.0,6.0,8.0,8.0,0.0,'8-8-0,0.5,38.8125,2.625,39.5,0.625,358.125,35.875,23.4375,12.4375,264.125,292.0625,264.125,125.4375,21.0625,94.0,1.75,13.3125,5.0,3.9375,7.3125,0.25,0.125,0.75,2.0625,0.0,0.75,1.125,0.5625,0.8125,0.3125,0.0625,0.34,0.65,4673.0,4673.0,375.0,33.0,574.0,5.96,8.141,0.808,0.898,0.653,0.021,0.057,7.36,0.057,7.36,8.14,11.27,0.036,4.46,1286.0,78.0,0.06,9956.0,7.74
