game_id,season,week,team,season_type,shotgun,no_huddle,qb_dropback,qb_scramble,total_off_yards,pass_attempts,complete_pass,incomplete_pass,passing_yards,air_yards,receiving_yards,yards_after_catch,rush_attempts,rushing_yards,tackled_for_loss,first_down_pass,first_down_rush,third_down_converted,third_down_failed,fourth_down_converted,fourth_down_failed,rush_touchdown,pass_touchdown,safety,interception,fumble,fumble_lost,fumble_forced,fumble_not_forced,fumble_out_of_bounds,total_off_points,total_def_points,extra_point,field_goal,kickoff,no_play,pass_snaps,punt,qb_kneel,qb_spike,rush_snaps,offense_snaps,st_snaps,rush_pct,pass_pct,home_win,home_loss,home_tie,away_win,away_loss,away_tie,win,loss,tie,record,win_pct,passing_air_yards,receiving_air_yards,receptions,receiving_touchdown,targets,yps,adot,air_yards_share,target_share,comp_pct,int_pct,pass_td_pct,ypa,rec_td_pct,yptarget,ayptarget,ypr,rush_td_pct,ypc,touches,total_tds,td_pct,total_yards,yptouch,average_shotgun,average_no_huddle,average_qb_dropback,average_qb_scramble,average_total_off_yards,average_pass_attempts,average_complete_pass,average_incomplete_pass,average_passing_yards,average_air_yards,average_receiving_yards,average_yards_after_catch,average_rush_attempts,average_rushing_yards,average_tackled_for_loss,average_first_down_pass,average_first_down_rush,average_third_down_converted,average_third_down_failed,average_fourth_down_converted,average_fourth_down_failed,average_rush_touchdown,average_pass_touchdown,average_safety,average_interception,average_fumble,average_fumble_lost,average_fumble_forced,average_fumble_not_forced,average_fumble_out_of_bounds
2012_01_CIN_BAL,2012,1,BAL,REG,20,22,36,1,451,32,23,9,329,345,329,100,23,122,0,15,8,3,6,1,0,2,2,0,0,1,0,0,1,0,38,0,5,3,4,4,35,2,1,0,22,58,14,0.38,0.6,1,0,0,0,0,0,1,0,0,'1-0-0,1,345,345,23,2,32,7.78,10.781,1,1,0.719,0,0.062,10.28,0.062,10.28,10.78,14.3,0.087,5.3,78,6,0.08,780,10,20,22,36,1,451,32,23,9,329,345,329,100,23,122,0,15,8,3,6,1,0,2,2,0,0,1,0,0,1,0
2012_02_BAL_PHI,2012,2,BAL,REG,38,6,44,0,343,41,22,19,232,417,232,88,21,111,2,9,5,4,10,0,2,1,1,0,1,1,1,1,0,0,23,0,2,3,5,6,44,5,0,0,21,65,15,0.32,0.68,0,0,0,0,1,0,1,1,0,'1-1-0,0.5,417,417,22,1,41,5.28,10.171,1.209,1.281,0.537,0.024,0.024,5.66,0.024,5.66,10.17,10.55,0.048,5.29,84,3,0.04,575,6.85,29,14,40,0.5,397,36.5,22.5,14,280.5,381,280.5,94,22,116.5,1,12,6.5,3.5,8,0.5,1,1.5,1.5,0,0.5,1,0.5,0.5,0.5,0
2012_03_NE_BAL,2012,3,BAL,REG,26,42,40,1,503,38,28,10,382,462,382,162,26,121,1,17,6,4,4,0,1,1,3,0,1,0,0,0,0,0,31,0,4,1,7,10,39,3,1,0,25,65,15,0.38,0.6,1,0,0,0,0,0,2,1,0,'2-1-0,0.667,462,462,28,3,38,7.74,12.158,1.339,1.188,0.737,0.026,0.079,10.05,0.079,10.05,12.16,13.64,0.038,4.65,92,7,0.08,885,9.62,28,23.33333333,40,0.666666667,432.3333333,37,24.33333333,12.66666667,314.3333333,408,314.3333333,116.6666667,23.33333333,118,1,13.66666667,6.333333333,3.666666667,6.666666667,0.333333333,1,1.333333333,2,0,0.666666667,0.666666667,0.333333333,0.333333333,0.333333333,0
2012_04_CLE_BAL,2012,4,BAL,REG,39,49,50,0,457,45,28,17,356,548,356,127,27,101,2,16,5,5,10,0,1,1,1,0,1,1,1,1,0,0,17,0,3,2,5,10,50,7,0,0,27,77,17,0.35,0.65,1,0,0,0,0,0,3,1,0,'3-1-0,0.75,548,548,28,1,45,5.94,12.178,1.588,1.406,0.622,0.022,0.022,7.91,0.022,7.91,12.18,12.71,0.037,3.74,100,3,0.03,813,8.13,30.75,29.75,42.5,0.5,438.5,39,25.25,13.75,324.75,443,324.75,119.25,24.25,113.75,1.25,14.25,6,4,7.5,0.25,1,1.25,1.75,0,0.75,0.75,0.5,0.5,0.25,0
2012_05_BAL_KC,2012,5,BAL,REG,22,14,32,1,320,26,13,13,187,265,187,100,24,133,0,8,6,3,8,0,0,0,0,0,1,1,1,1,0,0,9,0,0,3,3,3,31,5,2,0,22,55,11,0.4,0.56,0,0,0,1,0,0,4,1,0,'4-1-0,0.8,265,265,13,0,26,5.82,10.192,0.768,0.812,0.5,0.038,0,7.19,0,7.19,10.19,14.38,0,5.54,63,0,0,507,8.05,29,26.6,40.4,0.6,414.8,36.4,22.8,13.6,297.2,407.4,297.2,115.4,24.2,117.6,1,13,6,3.8,7.6,0.2,0.8,1,1.4,0,0.8,0.8,0.6,0.6,0.2,0
2012_06_DAL_BAL,2012,6,BAL,REG,20,28,27,0,320,26,17,9,234,261,234,89,22,86,1,10,8,6,4,0,0,3,1,0,0,0,0,0,0,0,31,0,4,1,7,7,27,3,1,0,21,49,15,0.43,0.55,1,0,0,0,0,0,5,1,0,'5-1-0,0.833,261,261,17,1,26,6.53,10.038,0.757,0.812,0.654,0,0.038,9,0.038,9,10.04,13.76,0.136,3.91,65,5,0.08,554,8.52,27.5,26.83333333,38.16666667,0.5,399,34.66666667,21.83333333,12.83333333,286.6666667,383,286.6666667,111,23.83333333,112.3333333,1,12.5,6.333333333,4.166666667,7,0.166666667,0.666666667,1.333333333,1.333333333,0,0.666666667,0.666666667,0.5,0.5,0.166666667,0
2012_07_BAL_HOU,2012,7,BAL,REG,40,1,47,0,202,41,21,20,147,310,147,87,12,55,0,6,4,4,11,0,1,0,1,1,2,2,0,2,0,0,14,6,1,2,8,2,47,5,0,0,12,59,16,0.2,0.8,0,0,0,0,1,0,5,2,0,'5-2-0,0.714,310,310,21,1,41,3.42,7.561,0.899,1.281,0.512,0.049,0.024,3.59,0.024,3.59,7.56,7,0,4.58,74,2,0.03,349,4.72,29.28571429,23.14285714,39.42857143,0.428571429,370.8571429,35.57142857,21.71428571,13.85714286,266.7142857,372.5714286,266.7142857,107.5714286,22.14285714,104.1428571,0.857142857,11.57142857,6,4.142857143,7.571428571,0.142857143,0.714285714,1.142857143,1.285714286,0.142857143,0.857142857,0.857142857,0.428571429,0.714285714,0.142857143,0
2012_09_BAL_CLE,2012,9,BAL,REG,15,5,26,0,290,24,15,9,153,234,153,58,37,137,1,9,8,5,9,1,0,2,1,0,0,0,0,0,0,0,25,0,2,1,6,4,26,7,1,0,36,63,16,0.57,0.41,0,0,0,1,0,0,6,2,0,'6-2-0,0.75,234,234,15,1,24,4.6,9.75,0.678,0.75,0.625,0,0.042,6.38,0.042,6.38,9.75,10.2,0.054,3.7,76,4,0.05,443,5.83,27.5,20.875,37.75,0.375,360.75,34.125,20.875,13.25,252.5,355.25,252.5,101.375,24,108.25,0.875,11.25,6.25,4.25,7.75,0.25,0.625,1.25,1.25,0.125,0.75,0.75,0.375,0.625,0.125,0
2012_10_OAK_BAL,2012,10,BAL,REG,22,24,34,0,419,33,21,12,341,332,341,134,28,78,4,15,4,5,7,1,0,4,3,0,1,1,1,0,1,0,55,0,7,2,5,4,34,4,0,0,28,62,18,0.45,0.55,1,0,0,0,0,0,7,2,0,'7-2-0,0.778,332,332,21,3,33,6.76,10.061,0.962,1.031,0.636,0.03,0.091,10.33,0.091,10.33,10.06,16.24,0.143,2.79,82,10,0.12,760,9.27,26.88888889,21.22222222,37.33333333,0.333333333,367.2222222,34,20.88888889,13.11111111,262.3333333,352.6666667,262.3333333,105,24.44444444,104.8888889,1.222222222,11.66666667,6,4.333333333,7.666666667,0.333333333,0.555555556,1.555555556,1.444444444,0.111111111,0.777777778,0.777777778,0.444444444,0.555555556,0.222222222,0
2012_11_BAL_PIT,2012,11,BAL,REG,22,2,34,0,211,32,20,12,164,305,164,54,23,47,2,7,4,3,11,0,0,0,0,0,0,2,0,1,1,1,7,0,1,3,3,4,34,8,1,0,22,57,15,0.39,0.6,0,0,0,1,0,0,8,2,0,'8-2-0,0.8,305,305,20,0,32,3.7,9.531,0.884,1,0.625,0,0,5.12,0,5.12,9.53,8.2,0,2.04,75,0,0,375,5,26.4,19.3,37,0.3,351.6,33.8,20.8,13,252.5,347.9,252.5,99.9,24.3,99.1,1.3,11.2,5.8,4.2,8,0.3,0.5,1.4,1.3,0.1,0.7,0.9,0.4,0.6,0.3,0.1
2012_12_BAL_SD,2012,12,BAL,REG,53,0,56,0,482,51,30,21,355,529,355,185,35,127,5,19,5,12,12,1,1,0,1,0,0,1,0,1,0,0,16,0,1,3,4,4,56,8,0,0,35,91,16,0.38,0.62,0,0,0,1,0,0,9,2,0,'9-2-0,0.818,529,529,30,1,51,5.3,10.373,1.533,1.594,0.588,0,0.02,6.96,0.02,6.96,10.37,11.83,0,3.63,116,2,0.02,837,7.22,28.81818182,17.54545455,38.72727273,0.272727273,363.4545455,35.36363636,21.63636364,13.72727273,261.8181818,364.3636364,261.8181818,107.6363636,25.27272727,101.6363636,1.636363636,11.90909091,5.727272727,4.909090909,8.363636364,0.363636364,0.545454545,1.272727273,1.272727273,0.090909091,0.636363636,0.909090909,0.363636364,0.636363636,0.272727273,0.090909091
2012_13_PIT_BAL,2012,13,BAL,REG,17,3,37,0,299,33,16,17,188,449,188,74,21,111,2,11,6,3,8,0,0,1,1,0,1,1,1,1,0,0,20,0,2,2,5,6,37,5,1,0,20,58,14,0.34,0.64,0,1,0,0,0,0,9,3,0,'9-3-0,0.75,449,449,16,1,33,5.16,13.606,1.301,1.031,0.485,0.03,0.03,5.7,0.03,5.7,13.61,11.75,0.048,5.29,70,3,0.04,487,6.96,27.83333333,16.33333333,38.58333333,0.25,358.0833333,35.16666667,21.16666667,14,255.6666667,371.4166667,255.6666667,104.8333333,24.91666667,102.4166667,1.666666667,11.83333333,5.75,4.75,8.333333333,0.333333333,0.5,1.25,1.25,0.083333333,0.666666667,0.916666667,0.416666667,0.666666667,0.25,0.083333333
2012_14_BAL_WAS,2012,14,BAL,REG,16,4,24,1,368,20,16,4,182,182,182,90,35,186,2,7,9,6,6,0,0,1,3,0,1,2,1,1,1,0,28,0,4,0,7,6,23,5,1,0,34,58,16,0.59,0.4,0,0,0,0,1,0,9,4,0,'9-4-0,0.692,182,182,16,3,20,6.34,9.1,0.528,0.625,0.8,0.05,0.15,9.1,0.15,9.1,9.1,11.38,0.029,5.31,71,7,0.1,550,7.75,26.92307692,15.38461538,37.46153846,0.307692308,358.8461538,34,20.76923077,13.23076923,250,356.8461538,250,103.6923077,25.69230769,108.8461538,1.692307692,11.46153846,6,4.846153846,8.153846154,0.307692308,0.461538462,1.230769231,1.384615385,0.076923077,0.692307692,1,0.461538462,0.692307692,0.307692308,0.076923077
2012_15_DEN_BAL,2012,15,BAL,REG,44,36,43,0,310,39,20,19,254,327,254,111,19,56,1,8,2,1,11,0,2,0,2,0,1,2,1,2,0,0,18,6,2,1,7,4,43,7,1,0,18,62,17,0.29,0.69,0,1,0,0,0,0,9,5,0,'9-5-0,0.643,327,327,20,2,39,5,8.385,0.948,1.219,0.513,0.026,0.051,6.51,0.051,6.51,8.38,12.7,0,2.95,78,4,0.05,564,7.23,28.14285714,16.85714286,37.85714286,0.285714286,355.3571429,34.35714286,20.71428571,13.64285714,250.2857143,354.7142857,250.2857143,104.2142857,25.21428571,105.0714286,1.642857143,11.21428571,5.714285714,4.571428571,8.357142857,0.285714286,0.571428571,1.142857143,1.428571429,0.071428571,0.714285714,1.071428571,0.5,0.785714286,0.285714286,0.071428571
2012_16_NYG_BAL,2012,16,BAL,REG,22,21,36,0,533,36,25,11,309,323,309,104,45,224,4,17,6,11,7,0,0,1,2,0,0,0,0,0,0,0,33,0,3,4,3,6,36,2,4,0,41,81,12,0.51,0.44,1,0,0,0,0,0,10,5,0,'10-5-0,0.667,323,323,25,2,36,6.58,8.972,0.936,1.125,0.694,0,0.056,8.58,0.056,8.58,8.97,12.36,0.022,4.98,106,5,0.05,842,7.94,27.73333333,17.13333333,37.73333333,0.266666667,367.2,34.46666667,21,13.46666667,254.2,352.6,254.2,104.2,26.53333333,113,1.8,11.6,5.733333333,5,8.266666667,0.266666667,0.533333333,1.133333333,1.466666667,0.066666667,0.666666667,1,0.466666667,0.733333333,0.266666667,0.066666667
2012_17_BAL_CIN,2012,17,BAL,REG,36,0,42,5,389,32,19,13,183,209,183,61,46,206,3,8,12,5,13,2,0,2,0,0,1,0,0,0,0,0,18,6,2,2,6,8,37,7,0,0,46,83,17,0.55,0.45,0,0,0,0,1,0,10,6,0,'10-6-0,0.625,209,209,19,0,32,4.69,6.531,0.606,1,0.594,0.031,0,5.72,0,5.72,6.53,9.63,0.043,4.48,97,2,0.02,572,5.9,28.25,16.0625,38,0.5625,368.5625,34.3125,20.875,13.4375,249.75,343.625,249.75,101.5,27.75,118.8125,1.875,11.375,6.125,5,8.5625,0.375,0.5,1.1875,1.375,0.0625,0.6875,0.9375,0.4375,0.6875,0.25,0.0625
2012_18_IND_BAL,2012,18,BAL,POST,15,24,24,0,452,23,12,11,282,269,282,98,32,170,0,11,6,4,6,0,0,1,2,0,0,2,2,2,0,0,24,0,3,1,3,3,24,4,3,0,29,56,11,0.52,0.43,1,0,0,0,0,0,11,6,0,'11-6-0,0.647,269,269,12,2,23,8.07,11.696,0.78,0.719,0.522,0,0.087,12.26,0.087,12.26,11.7,23.5,0.031,5.31,67,5,0.07,734,10.96,27.47058824,16.52941176,37.17647059,0.529411765,373.4705882,33.64705882,20.35294118,13.29411765,251.6470588,339.2352941,251.6470588,101.2941176,28,121.8235294,1.764705882,11.35294118,6.117647059,4.941176471,8.411764706,0.352941176,0.470588235,1.176470588,1.411764706,0.058823529,0.647058824,1,0.529411765,0.764705882,0.235294118,0.058823529
2012_19_BAL_DEN,2012,19,BAL,POST,25,0,36,1,486,34,18,16,331,506,331,66,39,155,0,14,4,7,10,0,1,2,3,0,0,1,1,0,1,0,38,0,5,1,7,8,35,8,0,0,39,74,21,0.53,0.47,0,0,0,1,0,0,12,6,0,'12-6-0,0.667,506,506,18,3,34,6.57,14.882,1.467,1.062,0.529,0,0.088,9.74,0.088,9.74,14.88,18.39,0.051,3.97,91,8,0.09,817,8.98,27.33333333,15.61111111,37.11111111,0.555555556,379.7222222,33.66666667,20.22222222,13.44444444,256.0555556,348.5,256.0555556,99.33333333,28.61111111,123.6666667,1.666666667,11.5,6,5.055555556,8.5,0.333333333,0.5,1.222222222,1.5,0.055555556,0.611111111,1,0.555555556,0.722222222,0.277777778,0.055555556
2012_20_BAL_NE,2012,20,BAL,POST,37,29,39,1,361,36,21,15,240,431,240,98,33,121,1,15,9,5,7,0,0,1,3,0,0,1,0,1,0,1,28,0,4,0,3,3,38,7,0,0,33,71,14,0.46,0.54,0,0,0,1,0,0,13,6,0,'13-6-0,0.684,431,431,21,3,36,5.08,11.972,1.249,1.125,0.583,0,0.083,6.67,0.083,6.67,11.97,11.43,0.03,3.67,90,7,0.08,601,6.68,27.84210526,16.31578947,37.21052632,0.578947368,378.7368421,33.78947368,20.26315789,13.52631579,255.2105263,352.8421053,255.2105263,99.26315789,28.84210526,123.5263158,1.631578947,11.68421053,6.157894737,5.052631579,8.421052632,0.315789474,0.473684211,1.210526316,1.578947368,0.052631579,0.578947368,1,0.526315789,0.736842105,0.263157895,0.105263158
2012_21_BAL_SF,2012,21,BAL,POST,20,0,35,0,380,33,22,11,287,335,287,104,35,93,2,13,6,9,7,0,2,1,3,1,0,1,1,1,0,0,34,0,4,2,6,3,35,3,0,0,35,70,15,0.5,0.5,0,0,0,1,0,0,14,6,0,'14-6-0,0.7,335,335,22,3,33,5.43,10.152,0.971,1.031,0.667,0,0.091,8.7,0.091,8.7,10.15,13.05,0.029,2.66,90,7,0.08,667,7.41,27.45,15.5,37.1,0.55,378.8,33.75,20.35,13.4,256.8,351.95,256.8,99.5,29.15,122,1.65,11.75,6.15,5.25,8.35,0.3,0.55,1.2,1.65,0.1,0.55,1,0.55,0.75,0.25,0.1
2012_01_BUF_NYJ,2012,1,BUF,REG,39,1,33,1,390,29,18,11,195,306,195,62,26,195,2,13,6,6,3,1,0,2,3,0,3,1,1,1,0,0,35,6,4,0,9,6,32,2,1,0,25,58,15,0.43,0.55,0,0,0,0,1,0,0,1,0,'0-1-0,0,306,306,18,3,29,6.72,10.552,1,1,0.621,0.103,0.103,6.72,0.103,6.72,10.55,10.83,0.077,7.5,73,8,0.11,585,8.01,39,1,33,1,390,29,18,11,195,306,195,62,26,195,2,13,6,6,3,1,0,2,3,0,3,1,1,1,0,0
2012_02_KC_BUF,2012,2,BUF,REG,29,0,22,3,379,19,10,9,178,119,178,132,36,201,2,6,9,5,7,0,0,2,2,0,0,2,0,0,2,0,29,0,5,0,4,2,19,7,2,0,34,55,16,0.62,0.35,1,0,0,0,0,0,1,1,0,'1-1-0,0.5,119,119,10,2,19,6.89,6.263,0.389,0.655,0.526,0,0.105,9.37,0.105,9.37,6.26,17.8,0.056,5.58,65,6,0.09,557,8.57,34,0.5,27.5,2,384.5,24,14,10,186.5,212.5,186.5,97,31,198,2,9.5,7.5,5.5,5,0.5,0,2,2.5,0,1.5,1.5,0.5,0.5,1,0
2012_03_BUF_CLE,2012,3,BUF,REG,47,1,38,2,346,35,22,13,208,157,208,118,34,138,2,11,6,4,10,0,0,0,3,0,0,2,1,0,2,0,24,0,3,1,3,4,36,6,4,0,30,70,13,0.43,0.51,0,0,0,1,0,0,2,1,0,'2-1-0,0.667,157,157,22,3,35,4.94,4.486,0.513,1.207,0.629,0,0.086,5.94,0.086,5.94,4.49,9.45,0,4.06,91,6,0.07,554,6.09,38.33333333,0.666666667,31,2,371.6666667,27.66666667,16.66666667,11,193.6666667,194,193.6666667,104,32,178,2,10,7,5,6.666666667,0.333333333,0,1.333333333,2.666666667,0,1,1.666666667,0.666666667,0.333333333,1.333333333,0
2012_04_NE_BUF,2012,4,BUF,REG,59,10,44,2,448,35,22,13,350,469,350,190,27,98,4,15,4,8,7,0,0,0,4,0,4,3,2,3,0,0,28,0,4,0,9,2,42,5,0,0,27,69,18,0.39,0.61,0,1,0,0,0,0,2,2,0,'2-2-0,0.5,469,469,22,4,35,6.49,13.4,1.533,1.207,0.629,0.114,0.114,10,0.114,10,13.4,15.91,0,3.63,84,8,0.1,798,9.5,43.5,3,34.25,2,390.75,29.5,18,11.5,232.75,262.75,232.75,125.5,30.75,158,2.5,11.25,6.25,5.75,6.75,0.25,0,1,3,0,1.75,2,1,1,1,0
2012_05_BUF_SF,2012,5,BUF,REG,32,0,28,1,215,25,16,9,126,243,126,52,19,89,2,6,4,2,8,0,0,0,0,0,1,1,1,1,0,0,3,0,0,1,8,2,27,6,1,0,18,46,15,0.39,0.59,0,0,0,0,1,0,2,3,0,'2-3-0,0.4,243,243,16,0,25,4.67,9.72,0.794,0.862,0.64,0.04,0,5.04,0,5.04,9.72,7.88,0,4.68,60,0,0,341,5.68,41.2,2.4,33,1.8,355.6,28.6,17.6,11,211.4,258.8,211.4,110.8,28.4,144.2,2.4,10.2,5.8,5,7,0.2,0,0.8,2.4,0,1.6,1.8,1,1,0.8,0
2012_06_BUF_ARI,2012,6,BUF,REG,32,0,36,2,318,32,18,14,153,215,153,113,33,165,2,9,9,4,9,0,0,2,0,0,1,1,1,1,0,0,17,0,2,1,7,3,34,8,0,1,33,68,18,0.49,0.5,0,0,0,1,0,0,3,3,0,'3-3-0,0.5,215,215,18,0,32,4.68,6.719,0.703,1.103,0.562,0.031,0,4.78,0,4.78,6.72,8.5,0.061,5,83,2,0.02,471,5.67,39.66666667,2,33.5,1.833333333,349.3333333,29.16666667,17.66666667,11.5,201.6666667,251.5,201.6666667,111.1666667,29.16666667,147.6666667,2.333333333,10,6.333333333,4.833333333,7.333333333,0.166666667,0,1,2,0,1.5,1.666666667,1,1,0.666666667,0
2012_07_TEN_BUF,2012,7,BUF,REG,45,2,38,2,391,34,27,7,225,140,225,133,24,166,1,14,6,7,5,0,1,1,3,0,1,1,1,1,0,0,34,0,4,2,6,5,36,1,0,0,24,60,13,0.4,0.6,0,1,0,0,0,0,3,4,0,'3-4-0,0.429,140,140,27,3,34,6.52,4.118,0.458,1.172,0.794,0.029,0.088,6.62,0.088,6.62,4.12,8.33,0.042,6.92,85,7,0.08,616,7.25,40.42857143,2,34.14285714,1.857142857,355.2857143,29.85714286,19,10.85714286,205,235.5714286,205,114.2857143,28.42857143,150.2857143,2.142857143,10.57142857,6.285714286,5.142857143,7,0.142857143,0.142857143,1,2.142857143,0,1.428571429,1.571428571,1,1,0.571428571,0
2012_09_BUF_HOU,2012,9,BUF,REG,50,0,44,2,313,38,25,13,239,254,239,125,15,74,1,13,4,2,9,1,0,0,0,0,0,1,1,1,0,0,9,0,0,4,4,3,42,5,0,0,15,57,13,0.26,0.74,0,0,0,0,1,0,3,5,0,'3-5-0,0.375,254,254,25,0,38,5.49,6.684,0.83,1.31,0.658,0,0,6.29,0,6.29,6.68,9.56,0,4.93,78,0,0,552,7.08,41.625,1.75,35.375,1.875,350,30.875,19.75,11.125,209.25,237.875,209.25,115.625,26.75,140.75,2,10.875,6,4.75,7.25,0.25,0.125,0.875,1.875,0,1.25,1.5,1,1,0.5,0
2012_10_BUF_NE,2012,10,BUF,REG,54,4,46,3,499,39,27,12,337,289,337,186,28,162,0,20,11,7,4,1,0,2,2,0,1,3,2,3,0,0,31,0,4,1,8,10,43,2,0,0,28,71,15,0.39,0.61,0,0,0,0,1,0,3,6,0,'3-6-0,0.333,289,289,27,2,39,7.03,7.41,0.944,1.345,0.692,0.026,0.051,8.64,0.051,8.64,7.41,12.48,0.071,5.79,94,6,0.06,836,8.89,43,2,36.55555556,2,366.5555556,31.77777778,20.55555556,11.22222222,223.4444444,243.5555556,223.4444444,123.4444444,26.88888889,143.1111111,1.777777778,11.88888889,6.555555556,5,6.888888889,0.333333333,0.111111111,1,1.888888889,0,1.222222222,1.666666667,1.111111111,1.222222222,0.444444444,0
2012_11_MIA_BUF,2012,11,BUF,REG,48,0,32,2,288,27,17,10,168,112,168,113,31,120,4,9,4,2,10,0,0,0,0,0,0,2,0,2,0,0,13,0,1,4,3,8,30,7,1,0,30,61,15,0.49,0.49,1,0,0,0,0,0,4,6,0,'4-6-0,0.4,112,112,17,0,27,4.72,4.148,0.366,0.931,0.63,0,0,6.22,0,6.22,4.15,9.88,0,3.87,75,0,0,456,6.08,43.5,1.8,36.1,2,358.7,31.3,20.2,11.1,217.9,230.4,217.9,122.4,27.3,140.8,2,11.6,6.3,4.7,7.2,0.3,0.1,0.9,1.7,0,1.1,1.7,1,1.3,0.4,0
2012_12_BUF_IND,2012,12,BUF,REG,35,0,37,2,315,32,17,15,180,246,180,116,23,135,3,9,5,4,9,0,0,1,1,0,1,1,1,1,0,0,19,0,1,2,4,2,35,7,0,0,23,58,14,0.4,0.6,0,0,0,0,1,0,4,7,0,'4-7-0,0.364,246,246,17,1,32,5.43,7.688,0.804,1.103,0.531,0.031,0.031,5.62,0.031,5.62,7.69,10.59,0.043,5.87,72,3,0.04,495,6.88,42.72727273,1.636363636,36.18181818,2,354.7272727,31.36363636,19.90909091,11.45454545,214.4545455,231.8181818,214.4545455,121.8181818,26.90909091,140.2727273,2.090909091,11.36363636,6.181818182,4.636363636,7.363636364,0.272727273,0.090909091,0.909090909,1.636363636,0,1.090909091,1.636363636,1,1.272727273,0.363636364,0
2012_13_JAX_BUF,2012,13,BUF,REG,29,0,19,2,344,16,9,7,112,136,112,37,46,232,4,5,14,5,7,0,1,2,2,0,1,0,0,0,0,0,34,0,4,2,4,3,17,4,1,0,45,63,14,0.71,0.27,1,0,0,0,0,0,5,7,0,'5-7-0,0.417,136,136,9,2,16,5.46,8.5,0.444,0.552,0.562,0.062,0.125,7,0.125,7,8.5,12.44,0.043,5.04,71,6,0.08,456,6.42,41.58333333,1.5,34.75,2,353.8333333,30.08333333,19,11.08333333,205.9166667,223.8333333,205.9166667,114.75,28.5,147.9166667,2.25,10.83333333,6.833333333,4.666666667,7.333333333,0.25,0.166666667,1,1.666666667,0,1.083333333,1.5,0.916666667,1.166666667,0.333333333,0
2012_14_STL_BUF,2012,14,BUF,REG,29,2,42,3,308,32,25,7,247,259,247,143,20,61,5,13,3,3,9,0,0,0,1,0,1,2,1,1,1,0,12,0,0,2,3,0,39,7,0,0,20,59,12,0.34,0.66,0,1,0,0,0,0,5,8,0,'5-8-0,0.385,259,259,25,1,32,5.22,8.094,0.846,1.103,0.781,0.031,0.031,7.72,0.031,7.72,8.09,9.88,0,3.05,77,2,0.03,555,7.21,40.61538462,1.538461538,35.30769231,2.076923077,350.3076923,30.23076923,19.46153846,10.76923077,209.0769231,226.5384615,209.0769231,116.9230769,27.84615385,141.2307692,2.461538462,11,6.538461538,4.538461538,7.461538462,0.230769231,0.153846154,0.923076923,1.615384615,0,1.076923077,1.538461538,0.923076923,1.153846154,0.384615385,0
2012_15_SEA_BUF,2012,15,BUF,REG,50,1,47,2,365,41,24,17,247,454,247,90,21,118,1,14,7,5,8,0,1,1,1,0,2,1,1,1,0,0,18,6,2,1,10,4,45,4,0,1,21,67,17,0.31,0.67,0,1,0,0,0,0,5,9,0,'5-9-0,0.357,454,454,24,1,41,5.45,11.073,1.484,1.414,0.585,0.049,0.024,6.02,0.024,6.02,11.07,10.29,0.048,5.62,86,3,0.03,612,7.12,41.28571429,1.5,36.14285714,2.071428571,351.3571429,31,19.78571429,11.21428571,211.7857143,242.7857143,211.7857143,115,27.35714286,139.5714286,2.357142857,11.21428571,6.571428571,4.571428571,7.5,0.214285714,0.214285714,0.928571429,1.571428571,0,1.142857143,1.5,0.928571429,1.142857143,0.357142857,0
2012_16_BUF_MIA,2012,16,BUF,REG,55,13,39,2,394,34,20,14,240,325,240,81,28,154,2,10,6,6,8,1,0,0,1,0,1,3,3,3,0,0,10,0,1,1,5,8,37,4,0,0,28,65,11,0.43,0.57,0,0,0,0,1,0,5,10,0,'5-10-0,0.333,325,325,20,1,34,6.06,9.559,1.062,1.172,0.588,0.029,0.029,7.06,0.029,7.06,9.56,12,0,5.5,82,2,0.02,634,7.73,42.2,2.266666667,36.33333333,2.066666667,354.2,31.2,19.8,11.4,213.6666667,248.2666667,213.6666667,112.7333333,27.4,140.5333333,2.333333333,11.13333333,6.533333333,4.666666667,7.533333333,0.266666667,0.2,0.866666667,1.533333333,0,1.133333333,1.6,1.066666667,1.266666667,0.333333333,0
2012_17_NYJ_BUF,2012,17,BUF,REG,33,0,26,0,334,26,12,14,225,248,225,114,31,109,2,9,5,7,8,1,0,2,1,0,0,1,1,1,0,0,22,0,4,2,4,2,26,5,0,0,31,57,15,0.54,0.46,1,0,0,0,0,0,6,10,0,'6-10-0,0.375,248,248,12,1,26,5.86,9.538,0.81,0.897,0.462,0,0.038,8.65,0.038,8.65,9.54,18.75,0.065,3.52,69,4,0.06,559,8.1,41.625,2.125,35.6875,1.9375,352.9375,30.875,19.3125,11.5625,214.375,248.25,214.375,112.8125,27.625,138.5625,2.3125,11,6.4375,4.8125,7.5625,0.3125,0.1875,0.9375,1.5,0,1.0625,1.5625,1.0625,1.25,0.3125,0
2012_01_CAR_TB,2012,1,CAR,REG,44,0,38,2,313,31,23,8,303,378,303,98,13,10,4,14,1,2,8,0,0,0,1,0,2,1,0,1,0,0,10,0,1,1,5,3,36,6,0,0,13,49,13,0.27,0.73,0,0,0,0,1,0,0,1,0,'0-1-0,0,378,378,23,1,31,6.39,12.194,1,1,0.742,0.065,0.032,9.77,0.032,9.77,12.19,13.17,0,0.77,67,2,0.03,616,9.19,44,0,38,2,313,31,23,8,303,378,303,98,13,10,4,14,1,2,8,0,0,0,1,0,2,1,0,1,0,0
